wall_time_unix,wall_time_local,gnss_time_gpst,gnss_lat_deg,gnss_lon_deg,gnss_h_m,tca_time,tca_lat_deg,tca_lon_deg,tca_h_m
1787575471.144,2026-08-24 17:44:31,2021-06-19 10:07:16.700,37.3527217800,-121.9157728400,20.3090,554837.154000,37.3527213000,-121.9157727000,20.1470
1787575471.245,2026-08-24 17:44:31,2021-06-19 10:07:16.800,37.3527215700,-121.9157726400,20.4810,554837.249000,37.3527213000,-121.9157727000,20.1630
1787575471.345,2026-08-24 17:44:31,2021-06-19 10:07:16.900,37.3527213600,-121.9157726500,20.3680,554837.354000,37.3527213000,-121.9157727000,20.1900
1787575471.446,2026-08-24 17:44:31,2021-06-19 10:07:17.000,37.3527215700,-121.9157728600,20.1830,554837.454000,37.3527213000,-121.9157727000,20.2060
1787575471.546,2026-08-24 17:44:31,2021-06-19 10:07:17.100,37.3527218200,-121.9157728500,20.1950,554837.554000,37.3527213000,-121.9157726000,20.2090
1787575471.647,2026-08-24 17:44:31,2021-06-19 10:07:17.200,37.3527218900,-121.9157729400,20.2770,554837.654000,37.3527214000,-121.9157727000,20.2090
1787575471.748,2026-08-24 17:44:31,2021-06-19 10:07:17.300,37.3527216200,-121.9157728000,20.1630,554837.759000,37.3527214000,-121.9157727000,20.2170
1787575471.849,2026-08-24 17:44:31,2021-06-19 10:07:17.400,37.3527217600,-121.9157728400,20.0430,554837.859000,37.3527214000,-121.9157727000,20.2170
1787575471.950,2026-08-24 17:44:31,2021-06-19 10:07:17.500,37.3527217500,-121.9157730200,20.0020,554837.959000,37.3527214000,-121.9157727000,20.2100
1787575472.050,2026-08-24 17:44:32,2021-06-19 10:07:17.600,37.3527219200,-121.9157730300,20.1600,554838.059000,37.3527214000,-121.9157727000,20.2010
1787575472.150,2026-08-24 17:44:32,2021-06-19 10:07:17.700,37.3527219500,-121.9157727600,20.2010,554838.159000,37.3527214000,-121.9157727000,20.2000
1787575472.252,2026-08-24 17:44:32,2021-06-19 10:07:17.800,37.3527217500,-121.9157728300,20.0970,554838.259000,37.3527214000,-121.9157726000,20.2030
1787575472.352,2026-08-24 17:44:32,2021-06-19 10:07:17.900,37.3527215300,-121.9157728400,20.1410,554838.359000,37.3527214000,-121.9157727000,20.2010
1787575472.453,2026-08-24 17:44:32,2021-06-19 10:07:18.000,37.3527221500,-121.9157730600,20.1310,554838.459000,37.3527214000,-121.9157726000,20.2000
1787575472.554,2026-08-24 17:44:32,2021-06-19 10:07:18.100,37.3527221500,-121.9157728300,20.2650,554838.559000,37.3527214000,-121.9157726000,20.1990
1787575472.654,2026-08-24 17:44:32,2021-06-19 10:07:18.200,37.3527220500,-121.9157729900,20.1160,554838.664000,37.3527214000,-121.9157726000,20.2040
1787575472.754,2026-08-24 17:44:32,2021-06-19 10:07:18.300,37.3527217800,-121.9157730000,20.0750,554838.760000,37.3527214000,-121.9157726000,20.2020
1787575472.856,2026-08-24 17:44:32,2021-06-19 10:07:18.400,37.3527218300,-121.9157729100,20.0670,554838.865000,37.3527214000,-121.9157726000,20.2000
1787575472.956,2026-08-24 17:44:32,2021-06-19 10:07:18.500,37.3527220900,-121.9157729400,20.1730,554838.960000,37.3527215000,-121.9157725000,20.1970
1787575473.057,2026-08-24 17:44:33,2021-06-19 10:07:18.600,37.3527221100,-121.9157731500,20.0670,554839.065000,37.3527216000,-121.9157726000,20.1970
1787575473.158,2026-08-24 17:44:33,2021-06-19 10:07:18.700,37.3527219900,-121.9157730300,19.9490,554839.165000,37.3527215000,-121.9157725000,20.1970
1787575473.258,2026-08-24 17:44:33,2021-06-19 10:07:18.800,37.3527218000,-121.9157729200,19.9060,554839.265000,37.3527216000,-121.9157726000,20.1820
1787575473.358,2026-08-24 17:44:33,2021-06-19 10:07:18.900,37.3527217700,-121.9157729500,20.0020,554839.365000,37.3527216000,-121.9157726000,20.1820
1787575473.459,2026-08-24 17:44:33,2021-06-19 10:07:19.000,37.3527222000,-121.9157730500,19.8880,554839.465000,37.3527215000,-121.9157726000,20.1760
1787575473.560,2026-08-24 17:44:33,2021-06-19 10:07:19.100,37.3527222000,-121.9157729900,19.8360,554839.565000,37.3527216000,-121.9157726000,20.1610
1787575473.660,2026-08-24 17:44:33,2021-06-19 10:07:19.200,37.3527221800,-121.9157728600,19.8590,554839.670000,37.3527216000,-121.9157726000,20.1540
1787575473.761,2026-08-24 17:44:33,2021-06-19 10:07:19.300,37.3527218400,-121.9157726900,19.9990,554839.770000,37.3527216000,-121.9157726000,20.1510
1787575473.861,2026-08-24 17:44:33,2021-06-19 10:07:19.400,37.3527221400,-121.9157726600,20.0840,554839.870000,37.3527216000,-121.9157726000,20.1510
1787575473.962,2026-08-24 17:44:33,2021-06-19 10:07:19.500,37.3527220600,-121.9157727600,19.9200,554839.970000,37.3527217000,-121.9157726000,20.1460
1787575474.063,2026-08-24 17:44:34,2021-06-19 10:07:19.600,37.3527219100,-121.9157728800,19.9590,554840.070000,37.3527216000,-121.9157726000,20.1410
1787575474.164,2026-08-24 17:44:34,2021-06-19 10:07:19.700,37.3527217600,-121.9157725000,20.0370,554840.175000,37.3527216000,-121.9157726000,20.1390
1787575474.264,2026-08-24 17:44:34,2021-06-19 10:07:19.800,37.3527217500,-121.9157725200,20.2020,554840.275000,37.3527217000,-121.9157726000,20.1410
1787575474.364,2026-08-24 17:44:34,2021-06-19 10:07:19.900,37.3527216700,-121.9157726800,20.0870,554840.375000,37.3527216000,-121.9157726000,20.1410
1787575474.465,2026-08-24 17:44:34,2021-06-19 10:07:20.000,37.3527217900,-121.9157727400,19.9640,554840.470000,37.3527216000,-121.9157726000,20.1370
1787575474.565,2026-08-24 17:44:34,2021-06-19 10:07:20.100,37.3527217600,-121.9157725500,19.9840,554840.575000,37.3527216000,-121.9157726000,20.1340
1787575474.666,2026-08-24 17:44:34,2021-06-19 10:07:20.200,37.3527218000,-121.9157724600,20.1260,554840.675000,37.3527216000,-121.9157726000,20.1350
1787575474.767,2026-08-24 17:44:34,2021-06-19 10:07:20.300,37.3527217500,-121.9157724100,20.1760,554840.775000,37.3527216000,-121.9157726000,20.1390
1787575474.867,2026-08-24 17:44:34,2021-06-19 10:07:20.400,37.3527217100,-121.9157724300,20.0930,554840.880000,37.3527215000,-121.9157726000,20.1390
1787575474.968,2026-08-24 17:44:34,2021-06-19 10:07:20.500,37.3527219100,-121.9157724100,20.0840,554840.975000,37.3527215000,-121.9157726000,20.1380
1787575475.068,2026-08-24 17:44:35,2021-06-19 10:07:20.600,37.3527218300,-121.9157725300,20.2270,554841.080000,37.3527215000,-121.9157726000,20.1430
1787575475.169,2026-08-24 17:44:35,2021-06-19 10:07:20.700,37.3527221000,-121.9157723600,20.3060,554841.180000,37.3527215000,-121.9157726000,20.1460
1787575475.269,2026-08-24 17:44:35,2021-06-19 10:07:20.800,37.3527222700,-121.9157723400,20.2240,554841.275000,37.3527215000,-121.9157726000,20.1500
1787575475.370,2026-08-24 17:44:35,2021-06-19 10:07:20.900,37.3527220500,-121.9157722100,20.2180,554841.380000,37.3527215000,-121.9157725000,20.1510
1787575475.471,2026-08-24 17:44:35,2021-06-19 10:07:21.000,37.3527221500,-121.9157722300,20.2500,554841.480000,37.3527215000,-121.9157725000,20.1570
1787575475.571,2026-08-24 17:44:35,2021-06-19 10:07:21.100,37.3527221600,-121.9157721000,20.4150,554841.581000,37.3527216000,-121.9157725000,20.1640
1787575475.672,2026-08-24 17:44:35,2021-06-19 10:07:21.200,37.3527223000,-121.9157722000,20.3370,554841.681000,37.3527216000,-121.9157725000,20.1700
1787575475.773,2026-08-24 17:44:35,2021-06-19 10:07:21.300,37.3527218400,-121.9157723400,20.2480,554841.786000,37.3527215000,-121.9157725000,20.1700
1787575475.874,2026-08-24 17:44:35,2021-06-19 10:07:21.400,37.3527218700,-121.9157722900,20.1990,554841.886000,37.3527216000,-121.9157725000,20.1710
1787575475.974,2026-08-24 17:44:35,2021-06-19 10:07:21.500,37.3527220200,-121.9157722800,20.1830,554841.986000,37.3527216000,-121.9157725000,20.1720
1787575476.075,2026-08-24 17:44:36,2021-06-19 10:07:21.600,37.3527223200,-121.9157726700,20.1310,554842.086000,37.3527216000,-121.9157725000,20.1720
1787575476.176,2026-08-24 17:44:36,2021-06-19 10:07:21.700,37.3527221800,-121.9157726600,20.0420,554842.186000,37.3527216000,-121.9157725000,20.1710
1787575476.277,2026-08-24 17:44:36,2021-06-19 10:07:21.800,37.3527219400,-121.9157724700,20.0310,554842.286000,37.3527216000,-121.9157725000,20.1690
1787575476.378,2026-08-24 17:44:36,2021-06-19 10:07:21.900,37.3527220600,-121.9157723300,20.1220,554842.386000,37.3527216000,-121.9157724000,20.1700
1787575476.479,2026-08-24 17:44:36,2021-06-19 10:07:22.000,37.3527222300,-121.9157726400,20.1270,554842.491000,37.3527216000,-121.9157724000,20.1710
1787575476.580,2026-08-24 17:44:36,2021-06-19 10:07:22.100,37.3527223000,-121.9157726900,20.0630,554842.586000,37.3527216000,-121.9157724000,20.1680
1787575476.681,2026-08-24 17:44:36,2021-06-19 10:07:22.200,37.3527223900,-121.9157725200,20.0210,554842.691000,37.3527216000,-121.9157724000,20.1700
1787575476.782,2026-08-24 17:44:36,2021-06-19 10:07:22.300,37.3527222400,-121.9157724700,20.1000,554842.791000,37.3527216000,-121.9157724000,20.1690
1787575476.882,2026-08-24 17:44:36,2021-06-19 10:07:22.400,37.3527221100,-121.9157724800,20.2040,554842.891000,37.3527216000,-121.9157724000,20.1680
1787575476.983,2026-08-24 17:44:36,2021-06-19 10:07:22.500,37.3527223800,-121.9157727400,20.0570,554842.991000,37.3527217000,-121.9157723000,20.1650
1787575477.083,2026-08-24 17:44:37,2021-06-19 10:07:22.600,37.3527222700,-121.9157728400,20.0470,554843.091000,37.3527217000,-121.9157723000,20.1630
1787575477.183,2026-08-24 17:44:37,2021-06-19 10:07:22.700,37.3527221200,-121.9157727600,20.0360,554843.191000,37.3527217000,-121.9157723000,20.1610
1787575477.284,2026-08-24 17:44:37,2021-06-19 10:07:22.800,37.3527223100,-121.9157726000,20.1070,554843.296000,37.3527217000,-121.9157723000,20.1650
1787575477.384,2026-08-24 17:44:37,2021-06-19 10:07:22.900,37.3527222400,-121.9157725700,20.0450,554843.396000,37.3527218000,-121.9157723000,20.1650
1787575477.485,2026-08-24 17:44:37,2021-06-19 10:07:23.000,37.3527225200,-121.9157729300,19.8970,554843.496000,37.3527218000,-121.9157723000,20.1630
1787575477.586,2026-08-24 17:44:37,2021-06-19 10:07:23.100,37.3527224400,-121.9157726800,19.8820,554843.591000,37.3527218000,-121.9157723000,20.1570
1787575477.687,2026-08-24 17:44:37,2021-06-19 10:07:23.200,37.3527225200,-121.9157726300,19.8910,554843.696000,37.3527218000,-121.9157723000,20.1510
1787575477.788,2026-08-24 17:44:37,2021-06-19 10:07:23.300,37.3527221900,-121.9157726100,19.9760,554843.796000,37.3527218000,-121.9157723000,20.1480
1787575477.889,2026-08-24 17:44:37,2021-06-19 10:07:23.400,37.3527223800,-121.9157730500,19.8600,554843.896000,37.3527218000,-121.9157723000,20.1440
1787575477.989,2026-08-24 17:44:37,2021-06-19 10:07:23.500,37.3527224400,-121.9157729100,19.7790,554844.001000,37.3527217000,-121.9157723000,20.1410
1787575478.090,2026-08-24 17:44:38,2021-06-19 10:07:23.600,37.3527224500,-121.9157727700,19.8570,554844.101000,37.3527217000,-121.9157724000,20.1370
1787575478.191,2026-08-24 17:44:38,2021-06-19 10:07:23.700,37.3527221600,-121.9157726700,20.0090,554844.196000,37.3527217000,-121.9157724000,20.1370
1787575478.292,2026-08-24 17:44:38,2021-06-19 10:07:23.800,37.3527220900,-121.9157726300,19.9500,554844.301000,37.3527217000,-121.9157724000,20.1350
1787575478.392,2026-08-24 17:44:38,2021-06-19 10:07:23.900,37.3527221400,-121.9157727400,19.9050,554844.402000,37.3527216000,-121.9157724000,20.1340
1787575478.493,2026-08-24 17:44:38,2021-06-19 10:07:24.000,37.3527221700,-121.9157727900,19.8850,554844.502000,37.3527217000,-121.9157724000,20.1310
1787575478.594,2026-08-24 17:44:38,2021-06-19 10:07:24.100,37.3527221200,-121.9157724200,20.0190,554844.602000,37.3527217000,-121.9157724000,20.1310
1787575478.695,2026-08-24 17:44:38,2021-06-19 10:07:24.200,37.3527221000,-121.9157723500,19.9880,554844.702000,37.3527217000,-121.9157724000,20.1270
1787575478.795,2026-08-24 17:44:38,2021-06-19 10:07:24.300,37.3527219100,-121.9157726200,19.9330,554844.807000,37.3527216000,-121.9157724000,20.1270
1787575478.896,2026-08-24 17:44:38,2021-06-19 10:07:24.400,37.3527215600,-121.9157727600,19.8860,554844.907000,37.3527216000,-121.9157724000,20.1240
1787575479.007,2026-08-24 17:44:39,2021-06-19 10:07:24.600,37.3527215600,-121.9157724400,20.0280,554845.007000,37.3527215000,-121.9157724000,20.1210
1787575479.208,2026-08-24 17:44:39,2021-06-19 10:07:24.700,37.3527216500,-121.9157726800,19.9890,554845.217000,37.3527215000,-121.9157724000,20.1160
1787575479.309,2026-08-24 17:44:39,2021-06-19 10:07:24.800,37.3527217900,-121.9157725900,19.9720,554845.317000,37.3527215000,-121.9157724000,20.1130
1787575479.409,2026-08-24 17:44:39,2021-06-19 10:07:24.900,37.3527216400,-121.9157725100,19.9830,554845.417000,37.3527215000,-121.9157725000,20.1110
1787575479.510,2026-08-24 17:44:39,2021-06-19 10:07:25.000,37.3527219700,-121.9157724200,20.0450,554845.522000,37.3527215000,-121.9157724000,20.1070
1787575479.610,2026-08-24 17:44:39,2021-06-19 10:07:25.100,37.3527217000,-121.9157724600,20.0770,554845.622000,37.3527215000,-121.9157724000,20.1030
1787575479.711,2026-08-24 17:44:39,2021-06-19 10:07:25.200,37.3527218100,-121.9157726000,20.0320,554845.722000,37.3527215000,-121.9157724000,20.1000
1787575479.811,2026-08-24 17:44:39,2021-06-19 10:07:25.300,37.3527215000,-121.9157724600,20.1060,554845.822000,37.3527215000,-121.9157724000,20.0980
1787575479.912,2026-08-24 17:44:39,2021-06-19 10:07:25.400,37.3527215000,-121.9157724100,20.2160,554845.922000,37.3527216000,-121.9157724000,20.0990
1787575480.013,2026-08-24 17:44:40,2021-06-19 10:07:25.500,37.3527217700,-121.9157721600,20.2300,554846.027000,37.3527215000,-121.9157724000,20.1020
1787575480.114,2026-08-24 17:44:40,2021-06-19 10:07:25.600,37.3527218300,-121.9157724300,20.1500,554846.122000,37.3527216000,-121.9157724000,20.1040
1787575480.214,2026-08-24 17:44:40,2021-06-19 10:07:25.700,37.3527216600,-121.9157724700,20.1050,554846.227000,37.3527215000,-121.9157724000,20.1040
1787575480.315,2026-08-24 17:44:40,2021-06-19 10:07:25.800,37.3527214900,-121.9157723800,20.0640,554846.327000,37.3527215000,-121.9157723000,20.1030
1787575480.416,2026-08-24 17:44:40,2021-06-19 10:07:25.900,37.3527214200,-121.9157722200,20.1020,554846.432000,37.3527215000,-121.9157723000,20.0990
1787575480.517,2026-08-24 17:44:40,2021-06-19 10:07:26.000,37.3527215200,-121.9157724800,19.9370,554846.527000,37.3527215000,-121.9157723000,20.0950
1787575480.617,2026-08-24 17:44:40,2021-06-19 10:07:26.100,37.3527215000,-121.9157726300,19.9390,554846.632000,37.3527215000,-121.9157723000,20.0900
1787575480.717,2026-08-24 17:44:40,2021-06-19 10:07:26.200,37.3527215200,-121.9157725000,19.9260,554846.727000,37.3527215000,-121.9157723000,20.0880
1787575480.818,2026-08-24 17:44:40,2021-06-19 10:07:26.300,37.3527212500,-121.9157722500,20.0140,554846.832000,37.3527216000,-121.9157723000,20.0870
1787575480.918,2026-08-24 17:44:40,2021-06-19 10:07:26.500,37.3527214000,-121.9157724700,19.9800,554846.932000,37.3527216000,-121.9157723000,20.0860
1787575481.120,2026-08-24 17:44:41,2021-06-19 10:07:26.600,37.3527215000,-121.9157724300,19.9920,554847.132000,37.3527215000,-121.9157723000,20.0810
1787575481.222,2026-08-24 17:44:41,2021-06-19 10:07:26.800,37.3527211600,-121.9157721300,20.2010,554847.232000,37.3527215000,-121.9157723000,20.0800
1787575481.422,2026-08-24 17:44:41,2021-06-19 10:07:27.000,37.3527215600,-121.9157724700,19.9720,554847.438000,37.3527215000,-121.9157724000,20.0870
1787575481.532,2026-08-24 17:44:41,2021-06-19 10:07:27.100,37.3527213600,-121.9157725100,19.9540,554847.533000,37.3527214000,-121.9157724000,20.0840
1787575481.635,2026-08-24 17:44:41,2021-06-19 10:07:27.200,37.3527215500,-121.9157723700,19.9770,554847.648000,37.3527214000,-121.9157724000,20.0790
1787575481.735,2026-08-24 17:44:41,2021-06-19 10:07:27.300,37.3527215200,-121.9157720600,20.0450,554847.748000,37.3527213000,-121.9157724000,20.0780
1787575481.836,2026-08-24 17:44:41,2021-06-19 10:07:27.400,37.3527214600,-121.9157725500,19.9320,554847.848000,37.3527213000,-121.9157723000,20.0780
1787575481.936,2026-08-24 17:44:41,2021-06-19 10:07:27.500,37.3527217500,-121.9157725200,19.8340,554847.948000,37.3527212000,-121.9157724000,20.0720
1787575482.037,2026-08-24 17:44:42,2021-06-19 10:07:27.600,37.3527217200,-121.9157725500,19.8370,554848.048000,37.3527213000,-121.9157724000,20.0650
1787575482.138,2026-08-24 17:44:42,2021-06-19 10:07:27.700,37.3527215300,-121.9157725000,19.8890,554848.153000,37.3527213000,-121.9157724000,20.0610
1787575482.238,2026-08-24 17:44:42,2021-06-19 10:07:27.800,37.3527216200,-121.9157725800,19.8830,554848.248000,37.3527213000,-121.9157725000,20.0570
1787575482.339,2026-08-24 17:44:42,2021-06-19 10:07:27.900,37.3527214100,-121.9157726100,19.8030,554848.348000,37.3527212000,-121.9157725000,20.0590
1787575482.440,2026-08-24 17:44:42,2021-06-19 10:07:28.000,37.3527216100,-121.9157725200,19.7340,554848.448000,37.3527212000,-121.9157725000,20.0570
1787575482.540,2026-08-24 17:44:42,2021-06-19 10:07:28.100,37.3527214600,-121.9157725000,19.9100,554848.553000,37.3527212000,-121.9157725000,20.0530
1787575482.641,2026-08-24 17:44:42,2021-06-19 10:07:28.200,37.3527215400,-121.9157725400,19.9380,554848.653000,37.3527213000,-121.9157724000,20.0500
1787575482.742,2026-08-24 17:44:42,2021-06-19 10:07:28.300,37.3527215700,-121.9157725400,19.8800,554848.753000,37.3527214000,-121.9157724000,20.0500
1787575482.842,2026-08-24 17:44:42,2021-06-19 10:07:28.400,37.3527216400,-121.9157726900,19.8150,554848.853000,37.3527214000,-121.9157725000,20.0470
1787575482.943,2026-08-24 17:44:42,2021-06-19 10:07:28.500,37.3527214800,-121.9157727400,19.8320,554848.958000,37.3527214000,-121.9157725000,20.0490
1787575483.043,2026-08-24 17:44:43,2021-06-19 10:07:28.600,37.3527216200,-121.9157725300,19.9700,554849.053000,37.3527214000,-121.9157725000,20.0440
1787575483.144,2026-08-24 17:44:43,2021-06-19 10:07:28.700,37.3527215900,-121.9157727900,19.9240,554849.153000,37.3527214000,-121.9157724000,20.0390
1787575483.244,2026-08-24 17:44:43,2021-06-19 10:07:28.800,37.3527213800,-121.9157728000,19.9070,554849.253000,37.3527213000,-121.9157724000,20.0350
1787575483.345,2026-08-24 17:44:43,2021-06-19 10:07:28.900,37.3527211600,-121.9157726900,19.8920,554849.358000,37.3527213000,-121.9157725000,20.0350
1787575483.446,2026-08-24 17:44:43,2021-06-19 10:07:29.000,37.3527211000,-121.9157728200,19.9230,554849.458000,37.3527213000,-121.9157725000,20.0350
1787575483.546,2026-08-24 17:44:43,2021-06-19 10:07:29.100,37.3527208100,-121.9157728700,20.0170,554849.558000,37.3527213000,-121.9157725000,20.0360
1787575483.647,2026-08-24 17:44:43,2021-06-19 10:07:29.200,37.3527209900,-121.9157730700,19.9400,554849.658000,37.3527213000,-121.9157726000,20.0320
1787575483.748,2026-08-24 17:44:43,2021-06-19 10:07:29.300,37.3527209700,-121.9157726300,19.9650,554849.763000,37.3527212000,-121.9157725000,20.0330
1787575483.849,2026-08-24 17:44:43,2021-06-19 10:07:29.400,37.3527208300,-121.9157726500,20.0250,554849.858000,37.3527213000,-121.9157726000,20.0330
1787575483.950,2026-08-24 17:44:43,2021-06-19 10:07:29.500,37.3527208100,-121.9157725700,20.1040,554849.958000,37.3527213000,-121.9157726000,20.0290
1787575484.051,2026-08-24 17:44:44,2021-06-19 10:07:29.600,37.3527210000,-121.9157726500,20.0890,554850.058000,37.3527213000,-121.9157726000,20.0280
1787575484.151,2026-08-24 17:44:44,2021-06-19 10:07:29.700,37.3527211500,-121.9157727100,20.0330,554850.163000,37.3527212000,-121.9157726000,20.0290
1787575484.251,2026-08-24 17:44:44,2021-06-19 10:07:29.800,37.3527209400,-121.9157726000,20.0980,554850.264000,37.3527213000,-121.9157726000,20.0250
1787575484.352,2026-08-24 17:44:44,2021-06-19 10:07:29.900,37.3527210800,-121.9157725600,20.1820,554850.364000,37.3527213000,-121.9157726000,20.0230
1787575484.453,2026-08-24 17:44:44,2021-06-19 10:07:30.000,37.3527212800,-121.9157724400,20.1820,554850.469000,37.3527213000,-121.9157726000,20.0280
1787575484.553,2026-08-24 17:44:44,2021-06-19 10:07:30.100,37.3527212300,-121.9157727300,20.1340,554850.564000,37.3527213000,-121.9157726000,20.0310
1787575484.654,2026-08-24 17:44:44,2021-06-19 10:07:30.200,37.3527211000,-121.9157729300,20.0360,554850.669000,37.3527214000,-121.9157726000,20.0340
1787575484.754,2026-08-24 17:44:44,2021-06-19 10:07:30.300,37.3527210100,-121.9157727000,20.0730,554850.764000,37.3527213000,-121.9157727000,20.0330
1787575484.854,2026-08-24 17:44:44,2021-06-19 10:07:30.400,37.3527210600,-121.9157725700,20.0960,554850.864000,37.3527213000,-121.9157727000,20.0310
1787575484.955,2026-08-24 17:44:44,2021-06-19 10:07:30.500,37.3527210500,-121.9157730800,19.9490,554850.969000,37.3527214000,-121.9157726000,20.0340
1787575485.055,2026-08-24 17:44:45,2021-06-19 10:07:30.600,37.3527214100,-121.9157731500,19.8960,554851.069000,37.3527214000,-121.9157726000,20.0350
1787575485.156,2026-08-24 17:44:45,2021-06-19 10:07:30.700,37.3527212000,-121.9157731000,19.8990,554851.164000,37.3527213000,-121.9157727000,20.0340
1787575485.256,2026-08-24 17:44:45,2021-06-19 10:07:30.800,37.3527211800,-121.9157729500,19.9810,554851.269000,37.3527214000,-121.9157727000,20.0300
1787575485.357,2026-08-24 17:44:45,2021-06-19 10:07:30.900,37.3527211500,-121.9157729200,20.1020,554851.369000,37.3527214000,-121.9157727000,20.0280
1787575485.458,2026-08-24 17:44:45,2021-06-19 10:07:31.000,37.3527213700,-121.9157732800,19.9600,554851.469000,37.3527213000,-121.9157726000,20.0190
1787575485.559,2026-08-24 17:44:45,2021-06-19 10:07:31.100,37.3527211000,-121.9157731200,19.9820,554851.569000,37.3527213000,-121.9157727000,20.0180
1787575485.660,2026-08-24 17:44:45,2021-06-19 10:07:31.200,37.3527211200,-121.9157732200,19.9950,554851.674000,37.3527213000,-121.9157727000,20.0120
1787575485.761,2026-08-24 17:44:45,2021-06-19 10:07:31.300,37.3527209200,-121.9157728700,20.1170,554851.774000,37.3527213000,-121.9157726000,20.0150
1787575485.862,2026-08-24 17:44:45,2021-06-19 10:07:31.400,37.3527213400,-121.9157729800,20.0790,554851.874000,37.3527213000,-121.9157726000,20.0180
1787575485.963,2026-08-24 17:44:45,2021-06-19 10:07:31.500,37.3527214600,-121.9157731900,19.9500,554851.974000,37.3527213000,-121.9157726000,20.0110
1787575486.064,2026-08-24 17:44:46,2021-06-19 10:07:31.600,37.3527213800,-121.9157729400,19.9330,554852.079000,37.3527212000,-121.9157726000,20.0120
1787575486.165,2026-08-24 17:44:46,2021-06-19 10:07:31.700,37.3527213300,-121.9157727300,19.9710,554852.179000,37.3527212000,-121.9157726000,20.0160
1787575486.265,2026-08-24 17:44:46,2021-06-19 10:07:31.800,37.3527213000,-121.9157725300,20.1420,554852.274000,37.3527212000,-121.9157727000,20.0210
1787575486.366,2026-08-24 17:44:46,2021-06-19 10:07:31.900,37.3527213900,-121.9157728900,20.0000,554852.379000,37.3527213000,-121.9157727000,20.0220
1787575486.467,2026-08-24 17:44:46,2021-06-19 10:07:32.000,37.3527214900,-121.9157730000,19.8320,554852.484000,37.3527213000,-121.9157727000,20.0170
1787575486.568,2026-08-24 17:44:46,2021-06-19 10:07:32.100,37.3527214800,-121.9157728200,19.8490,554852.579000,37.3527213000,-121.9157727000,20.0170
1787575486.668,2026-08-24 17:44:46,2021-06-19 10:07:32.200,37.3527213800,-121.9157727500,19.8940,554852.679000,37.3527212000,-121.9157727000,20.0160
1787575486.769,2026-08-24 17:44:46,2021-06-19 10:07:32.300,37.3527213900,-121.9157726200,19.9700,554852.779000,37.3527211000,-121.9157727000,20.0190
1787575486.869,2026-08-24 17:44:46,2021-06-19 10:07:32.400,37.3527215300,-121.9157728300,19.8220,554852.884000,37.3527211000,-121.9157727000,20.0190
1787575486.970,2026-08-24 17:44:46,2021-06-19 10:07:32.500,37.3527215100,-121.9157730200,19.7440,554852.979000,37.3527211000,-121.9157727000,20.0150
1787575487.071,2026-08-24 17:44:47,2021-06-19 10:07:32.600,37.3527214000,-121.9157727500,19.8530,554853.084000,37.3527211000,-121.9157728000,20.0100
1787575487.171,2026-08-24 17:44:47,2021-06-19 10:07:32.700,37.3527217800,-121.9157727400,19.9450,554853.184000,37.3527211000,-121.9157728000,20.0100
1787575487.272,2026-08-24 17:44:47,2021-06-19 10:07:32.800,37.3527218700,-121.9157728200,19.9040,554853.284000,37.3527210000,-121.9157728000,20.0090
1787575487.372,2026-08-24 17:44:47,2021-06-19 10:07:32.900,37.3527218200,-121.9157729400,19.8140,554853.385000,37.3527211000,-121.9157728000,20.0090
1787575487.473,2026-08-24 17:44:47,2021-06-19 10:07:33.000,37.3527221400,-121.9157731200,19.6960,554853.485000,37.3527210000,-121.9157728000,20.0030
1787575487.574,2026-08-24 17:44:47,2021-06-19 10:07:33.100,37.3527222500,-121.9157727100,19.8210,554853.585000,37.3527210000,-121.9157728000,19.9970
1787575487.675,2026-08-24 17:44:47,2021-06-19 10:07:33.200,37.3527223200,-121.9157730200,19.9710,554853.690000,37.3527210000,-121.9157728000,19.9930
1787575487.775,2026-08-24 17:44:47,2021-06-19 10:07:33.300,37.3527219200,-121.9157728500,19.8870,554853.790000,37.3527210000,-121.9157728000,19.9990
1787575487.876,2026-08-24 17:44:47,2021-06-19 10:07:33.400,37.3527221700,-121.9157728500,19.7940,554853.890000,37.3527209000,-121.9157728000,19.9960
1787575487.976,2026-08-24 17:44:47,2021-06-19 10:07:33.500,37.3527222100,-121.9157729100,19.7350,554853.990000,37.3527209000,-121.9157728000,19.9920
1787575488.076,2026-08-24 17:44:48,2021-06-19 10:07:33.600,37.3527226700,-121.9157728500,19.8970,554854.090000,37.3527209000,-121.9157728000,19.9850
1787575488.177,2026-08-24 17:44:48,2021-06-19 10:07:33.700,37.3527228200,-121.9157729100,19.9250,554854.190000,37.3527209000,-121.9157728000,19.9790
1787575488.277,2026-08-24 17:44:48,2021-06-19 10:07:33.800,37.3527225900,-121.9157727800,19.8730,554854.290000,37.3527209000,-121.9157729000,19.9750
1787575488.378,2026-08-24 17:44:48,2021-06-19 10:07:33.900,37.3527225300,-121.9157728300,19.8970,554854.395000,37.3527210000,-121.9157728000,19.9730
1787575488.479,2026-08-24 17:44:48,2021-06-19 10:07:34.000,37.3527228500,-121.9157729900,19.9080,554854.490000,37.3527210000,-121.9157728000,19.9710
1787575488.579,2026-08-24 17:44:48,2021-06-19 10:07:34.100,37.3527231900,-121.9157728000,20.1550,554854.595000,37.3527210000,-121.9157728000,19.9690
